Sample,Chromosome,direction,start_index,end_index,position_block_size,start_position,end_position,chr_distance,start_value,end_value,value_change,measure_density,crosses_zero
Sample1,1,1,6599,6613,14,67100000,67240000,140000,-0.06057995625525184,-0.04224204615518196,0.018337910100069875,1,FALSE
Sample1,1,-1,6613,6630,17,67240000,67410000,170000,-0.04224204615518196,-0.06172672911562293,-0.019484682960440966,1,FALSE
Sample1,1,1,6630,6675,45,67410000,67860000,450000,-0.06172672911562293,0.1333601383922018,0.19508686750782472,1,TRUE
Sample1,1,-1,6675,6711,36,67860000,68220000,360000,0.1333601383922018,-0.06958500697735255,-0.20294514536955433,1,TRUE
Sample1,1,1,6711,6751,40,68220000,68620000,400000,-0.06958500697735255,0.17043076269128984,0.2400157696686424,1,TRUE
Sample1,1,-1,6751,6871,120,68620000,69820000,1200000,0.17043076269128984,-0.07458427483297833,-0.24501503752426818,1,TRUE
Sample1,1,1,6871,6892,21,69820000,70030000,210000,-0.07458427483297833,-0.05577407159425072,0.01881020323872761,1,FALSE
Sample1,1,-1,6892,6913,21,70030000,70240000,210000,-0.05577407159425072,-0.097197444063638,-0.041423372469387286,1,FALSE
Sample1,1,1,6913,6944,31,70240000,70550000,310000,-0.097197444063638,0.15839172094681803,0.25558916501045603,1,TRUE
Sample1,1,-1,6944,6984,40,70550000,70950000,400000,0.15839172094681803,-0.05402447452424649,-0.21241619547106452,1,TRUE
Sample1,1,1,6984,7041,57,70950000,71520000,570000,-0.05402447452424649,0.1532176082659446,0.2072420827901911,1,TRUE
Sample1,1,-1,7041,7110,69,71520000,72210000,690000,0.1532176082659446,-0.18394760376853483,-0.33716521203447947,1,TRUE
Sample1,1,1,7110,7154,44,72210000,72650000,440000,-0.18394760376853483,0.02177121446946279,0.20571881823799762,1,TRUE
Sample1,1,-1,7154,7173,19,72650000,72840000,190000,0.02177121446946279,-0.019782108779634454,-0.041553323249097246,1,TRUE
Sample1,1,1,7173,7220,47,72840000,73310000,470000,-0.019782108779634454,0.03269605976230725,0.052478168541941705,1,TRUE
Sample1,1,-1,7220,7257,37,73310000,73680000,370000,0.03269605976230725,-0.033145298102203,-0.06584135786451026,1,TRUE
Sample1,1,1,7257,7281,24,73680000,73920000,240000,-0.033145298102203,0.01649940787875684,0.04964470598095984,1,TRUE
Sample1,1,-1,7281,7292,11,73920000,74030000,110000,0.01649940787875684,0.0046021044273624155,-0.011897303451394423,1,FALSE
Sample1,1,1,7292,7314,22,74030000,74250000,220000,0.0046021044273624155,0.04073257715235418,0.03613047272499176,1,FALSE
Sample1,1,-1,7314,7341,27,74250000,74520000,270000,0.04073257715235418,-0.031149695446746544,-0.07188227259910072,1,TRUE
Sample1,1,1,7341,7366,25,74520000,74770000,250000,-0.031149695446746544,0.033328823027070645,0.06447851847381719,1,TRUE
Sample1,1,-1,7366,7392,26,74770000,75030000,260000,0.033328823027070645,-0.01617013546420346,-0.0494989584912741,1,TRUE
Sample1,1,1,7392,7409,17,75030000,75200000,170000,-0.01617013546420346,0.033536778161405476,0.04970691362560893,1,TRUE
Sample1,1,-1,7409,7446,37,75200000,75570000,370000,0.033536778161405476,-0.09920569852581619,-0.13274247668722167,1,TRUE
Sample1,1,1,7446,7475,29,75570000,75860000,290000,-0.09920569852581619,0.11709495014907303,0.21630064867488924,1,TRUE
Sample1,1,-1,7475,7592,117,75860000,77030000,1170000,0.11709495014907303,-0.12573481353384067,-0.2428297636829137,1,TRUE
Sample1,1,1,7592,7616,24,77030000,77270000,240000,-0.12573481353384067,-0.09116558517314703,0.034569228360693635,1,FALSE
Sample1,1,-1,7616,7634,18,77270000,77450000,180000,-0.09116558517314703,-0.1388392096868089,-0.047673624513661875,1,FALSE
Sample1,1,1,7634,7713,79,77450000,78240000,790000,-0.1388392096868089,0.20031636693233956,0.33915557661914847,1,TRUE
Sample1,1,-1,7713,7748,35,78240000,78590000,350000,0.20031636693233956,-0.023047653027426625,-0.22336401995976618,1,TRUE
Sample1,1,1,7748,7780,32,78590000,78910000,320000,-0.023047653027426625,0.04542749565235158,0.0684751486797782,1,TRUE
Sample1,1,-1,7780,7806,26,78910000,79170000,260000,0.04542749565235158,-0.01266703079525382,-0.058094526447605405,1,TRUE
Sample1,1,1,7806,7833,27,79170000,79440000,270000,-0.01266703079525382,0.08374271680398179,0.09640974759923561,1,TRUE
Sample1,1,-1,7833,7889,56,79440000,80000000,560000,0.08374271680398179,0.0062736638061694095,-0.07746905299781238,1,FALSE
Sample1,1,1,7889,7906,17,80000000,80170000,170000,0.0062736638061694095,0.02007890734973616,0.01380524354356675,1,FALSE
Sample1,1,-1,7906,7941,35,80170000,80520000,350000,0.02007890734973616,-0.03478105441504004,-0.0548599617647762,1,TRUE
Sample1,1,1,7941,7961,20,80520000,80720000,200000,-0.03478105441504004,-0.01876913113136456,0.016011923283675483,1,FALSE
Sample1,1,-1,7961,7973,12,80720000,80840000,120000,-0.01876913113136456,-0.030392740060965998,-0.011623608929601438,1,FALSE
Sample1,1,1,7973,8009,36,80840000,81200000,360000,-0.030392740060965998,-0.002521304927929867,0.02787143513303613,1,FALSE
Sample1,1,-1,8009,8045,36,81200000,81560000,360000,-0.002521304927929867,-0.07537104468899594,-0.07284973976106607,1,FALSE
Sample1,1,1,8045,8073,28,81560000,81840000,280000,-0.07537104468899594,0.07826490696834727,0.15363595165734323,1,TRUE
Sample1,1,-1,8073,8092,19,81840000,82030000,190000,0.07826490696834727,-0.004169990409088688,-0.08243489737743596,1,TRUE
Sample1,1,1,8092,8107,15,82030000,82180000,150000,-0.004169990409088688,0.004008980191139551,0.00817897060022824,1,TRUE
Sample1,1,-1,8107,8134,27,82180000,82450000,270000,0.004008980191139551,-0.08499933399239483,-0.08900831418353439,1,TRUE
Sample1,1,1,8134,8159,25,82450000,82700000,250000,-0.08499933399239483,0.061764686450018716,0.14676402044241355,1,TRUE
Sample1,1,-1,8159,8178,19,82700000,82890000,190000,0.061764686450018716,-0.016336450251402762,-0.07810113670142148,1,TRUE
Sample1,1,1,8178,8199,21,82890000,83100000,210000,-0.016336450251402762,0.006997283323874583,0.023333733575277345,1,TRUE
Sample1,1,-1,8199,8260,61,83100000,83920000,820000,0.006997283323874583,-0.1876580186799631,-0.19465530200383768,0.7439024390243902,TRUE
Sample1,1,1,8260,8284,24,83920000,84160000,240000,-0.1876580186799631,4.425254762342925e-4,0.1881005441561974,1,TRUE
Sample1,1,-1,8284,8298,14,84160000,84300000,140000,4.425254762342925e-4,-0.02355150521641493,-0.023994030692649222,1,TRUE
Sample1,1,1,8298,8317,19,84300000,84490000,190000,-0.02355150521641493,0.02640454728795393,0.04995605250436886,1,TRUE
Sample1,1,-1,8317,8331,14,84490000,84630000,140000,0.02640454728795393,0.017224643858851862,-0.009179903429102066,1,FALSE
Sample1,1,1,8331,8346,15,84630000,84780000,150000,0.017224643858851862,0.032571030844147836,0.015346386985295973,1,FALSE
Sample1,1,-1,8346,8374,28,84780000,85060000,280000,0.032571030844147836,-0.10825475175173915,-0.140825782595887,1,TRUE
Sample1,1,1,8374,8403,29,85060000,85350000,290000,-0.10825475175173915,0.07801562231468281,0.18627037406642197,1,TRUE
Sample1,1,-1,8403,8425,22,85350000,85570000,220000,0.07801562231468281,-0.09589085248882584,-0.17390647480350865,1,TRUE
Sample1,1,1,8425,8461,36,85570000,85930000,360000,-0.09589085248882584,0.12757945771617923,0.22347031020500507,1,TRUE
Sample1,1,-1,8461,8504,43,85930000,86360000,430000,0.12757945771617923,-0.039483550881421026,-0.16706300859760026,1,TRUE
Sample1,1,1,8504,8518,14,86360000,86500000,140000,-0.039483550881421026,-0.01838822634359245,0.021095324537828575,1,FALSE
Sample1,1,-1,8518,8536,18,86500000,86680000,180000,-0.01838822634359245,-0.1042149081536724,-0.08582668181007995,1,FALSE
Sample1,1,1,8536,8565,29,86680000,86970000,290000,-0.1042149081536724,0.19269462616820462,0.29690953432187706,1,TRUE
Sample1,1,-1,8565,8643,78,86970000,87750000,780000,0.19269462616820462,-0.05483131161393192,-0.24752593778213655,1,TRUE
Sample1,1,1,8643,8673,30,87750000,88050000,300000,-0.05483131161393192,0.04616184355687541,0.10099315517080733,1,TRUE
Sample1,1,-1,8673,8717,44,88050000,88490000,440000,0.04616184355687541,-0.1484583090712403,-0.19462015262811572,1,TRUE
Sample1,1,1,8717,8772,55,88490000,89040000,550000,-0.1484583090712403,0.10633310707523513,0.25479141614647544,1,TRUE
Sample1,1,-1,8772,8836,64,89040000,89680000,640000,0.10633310707523513,-0.08944083964255113,-0.19577394671778625,1,TRUE
Sample1,1,1,8836,8882,46,89680000,90140000,460000,-0.08944083964255113,0.15965585492869375,0.2490966945712449,1,TRUE
Sample1,1,-1,8882,8933,51,90140000,90650000,510000,0.15965585492869375,-0.07233246704640421,-0.23198832197509794,1,TRUE
Sample1,1,1,8933,8949,16,90650000,90810000,160000,-0.07233246704640421,-0.031051565142977754,0.041280901903426453,1,FALSE
Sample1,1,-1,8949,8965,16,90810000,90970000,160000,-0.031051565142977754,-0.09549875190231057,-0.06444718675933281,1,FALSE
Sample1,1,1,8965,8984,19,90970000,91160000,190000,-0.09549875190231057,0.02055786526697719,0.11605661716928775,1,TRUE
Sample1,1,-1,8984,9004,20,91160000,91360000,200000,0.02055786526697719,-0.08157521119789307,-0.10213307646487026,1,TRUE
Sample1,1,1,9004,9029,25,91360000,91610000,250000,-0.08157521119789307,0.027987186222824836,0.10956239742071791,1,TRUE
Sample1,1,-1,9029,9053,24,91610000,91850000,240000,0.027987186222824836,-0.11428415853946748,-0.1422713447622923,1,TRUE
Sample1,1,1,9053,9083,30,91850000,92150000,300000,-0.11428415853946748,0.005179504419163691,0.11946366295863117,1,TRUE
Sample1,1,-1,9083,9104,21,92150000,92360000,210000,0.005179504419163691,-0.04536526729943956,-0.05054477171860325,1,TRUE
Sample1,1,1,9104,9120,16,92360000,92520000,160000,-0.04536526729943956,-0.004522641561838018,0.04084262573760154,1,FALSE
Sample1,1,-1,9120,9138,18,92520000,92700000,180000,-0.004522641561838018,-0.11195368337036109,-0.10743104180852307,1,FALSE
Sample1,1,1,9138,9179,41,92700000,93110000,410000,-0.11195368337036109,0.06682995571418743,0.17878363908454853,1,TRUE
Sample1,1,-1,9179,9198,19,93110000,93300000,190000,0.06682995571418743,-0.053926435188372035,-0.12075639090255946,1,TRUE
Sample1,1,1,9198,9216,18,93300000,93480000,180000,-0.053926435188372035,0.010914147715778881,0.06484058290415091,1,TRUE
Sample1,1,-1,9216,9233,17,93480000,93650000,170000,0.010914147715778881,-0.059123117208218966,-0.07003726492399785,1,TRUE
Sample1,1,1,9233,9266,33,93650000,93980000,330000,-0.059123117208218966,0.11960758848680839,0.17873070569502736,1,TRUE
Sample1,1,-1,9266,9294,28,93980000,94260000,280000,0.11960758848680839,-0.028183470595080057,-0.14779105908188844,1,TRUE
Sample1,1,1,9294,9314,20,94260000,94460000,200000,-0.028183470595080057,0.02288859593309141,0.051072066528171464,1,TRUE
Sample1,1,-1,9314,9349,35,94460000,94810000,350000,0.02288859593309141,-0.06814652148287276,-0.09103511741596416,1,TRUE
Sample1,1,1,9349,9401,52,94810000,95330000,520000,-0.06814652148287276,0.1408234069750096,0.20896992845788237,1,TRUE
Sample1,1,-1,9401,9434,33,95330000,95660000,330000,0.1408234069750096,9.446846452472318e-4,-0.1398787223297624,1,FALSE
Sample1,1,1,9434,9447,13,95660000,95790000,130000,9.446846452472318e-4,0.022166251664668138,0.021221567019420906,1,FALSE
Sample1,1,-1,9447,9498,51,95790000,96300000,510000,0.022166251664668138,-0.08043111474672904,-0.10259736641139718,1,TRUE
Sample1,1,1,9498,9545,47,96300000,96770000,470000,-0.08043111474672904,0.019954899884299666,0.1003860146310287,1,TRUE
Sample1,1,-1,9545,9559,14,96770000,96910000,140000,0.019954899884299666,-0.015354945978709697,-0.035309845863009365,1,TRUE
Sample1,1,1,9559,9584,25,96910000,97160000,250000,-0.015354945978709697,0.10094294278858927,0.11629788876729896,1,TRUE
Sample1,1,-1,9584,9651,67,97160000,97830000,670000,0.10094294278858927,-0.16344804107056668,-0.26439098385915594,1,TRUE
Sample1,1,1,9651,9677,26,97830000,98090000,260000,-0.16344804107056668,0.03338300061589318,0.19683104168645987,1,TRUE
Sample1,1,-1,9677,9696,19,98090000,98280000,190000,0.03338300061589318,-0.08847453992988336,-0.12185754054577654,1,TRUE
Sample1,1,1,9696,9723,27,98280000,98550000,270000,-0.08847453992988336,0.07428643471058335,0.1627609746404667,1,TRUE
Sample1,1,-1,9723,9748,25,98550000,98800000,250000,0.07428643471058335,0.02126081426910046,-0.053025620441482894,1,FALSE
Sample1,1,1,9748,9758,10,98800000,98900000,100000,0.02126081426910046,0.032694669791314544,0.011433855522214084,1,FALSE
Sample1,1,-1,9758,9812,54,98900000,99440000,540000,0.032694669791314544,-0.13769796366834247,-0.17039263345965702,1,TRUE
Sample1,1,1,9812,9867,55,99440000,99990000,550000,-0.13769796366834247,0.027813281694532132,0.1655112453628746,1,TRUE
Sample1,1,-1,9867,9883,16,99990000,100150000,160000,0.027813281694532132,-0.04195283778982087,-0.069766119484353,1,TRUE
Sample1,1,1,9883,9907,24,100150000,100390000,240000,-0.04195283778982087,0.09722208427737233,0.1391749220671932,1,TRUE
Sample1,1,-1,9907,9973,66,100390000,101050000,660000,0.09722208427737233,-0.1254249676243,-0.22264705190167233,1,TRUE
Sample1,1,1,9973,9999,26,101050000,101310000,260000,-0.1254249676243,0.1763366547554153,0.30176162237971527,1,TRUE
Sample1,1,-1,9999,10023,24,101310000,101550000,240000,0.1763366547554153,0.0970493559431583,-0.07928729881225699,1,FALSE
Sample1,1,1,10023,10033,10,101550000,101650000,100000,0.0970493559431583,0.10588333260817163,0.00883397666501333,1,FALSE
Sample1,1,-1,10033,10124,91,101650000,102560000,910000,0.10588333260817163,-0.09783226674487036,-0.203715599353042,1,TRUE
Sample1,1,1,10124,10171,47,102560000,103030000,470000,-0.09783226674487036,0.033292851055060003,0.13112511779993036,1,TRUE
Sample1,1,-1,10171,10190,19,103030000,103220000,190000,0.033292851055060003,0.013439607180284205,-0.0198532438747758,1,FALSE
Sample1,1,1,10190,10207,17,103220000,103390000,170000,0.013439607180284205,0.02661048050787548,0.013170873327591275,1,FALSE
Sample1,1,-1,10207,10236,29,103390000,103770000,380000,0.02661048050787548,-0.029402199023977255,-0.05601267953185274,0.7631578947368421,TRUE
Sample1,1,1,10236,10258,22,103770000,103990000,220000,-0.029402199023977255,0.027383491840890818,0.05678569086486807,1,TRUE
Sample1,1,-1,10258,10276,18,103990000,104170000,180000,0.027383491840890818,-0.002601992390721299,-0.029985484231612118,1,TRUE
Sample1,1,1,10276,10293,17,104170000,104340000,170000,-0.002601992390721299,0.012541268073834641,0.015143260464555941,1,TRUE
Sample1,1,-1,10293,10317,24,104340000,104580000,240000,0.012541268073834641,-0.013945303266658963,-0.026486571340493606,1,TRUE
Sample1,1,1,10317,10338,21,104580000,104790000,210000,-0.013945303266658963,0.006855135777115318,0.02080043904377428,1,TRUE
Sample1,1,-1,10338,10359,21,104790000,105000000,210000,0.006855135777115318,-0.03586322154109546,-0.042718357318210776,1,TRUE
Sample1,1,1,10359,10403,44,105000000,105440000,440000,-0.03586322154109546,0.02023213599058558,0.056095357531681045,1,TRUE
Sample1,1,-1,10403,10422,19,105440000,105630000,190000,0.02023213599058558,4.909565891673303e-4,-0.01974117940141825,1,FALSE
Sample1,1,1,10422,10442,20,105630000,105830000,200000,4.909565891673303e-4,0.02083741680519187,0.02034646021602454,1,FALSE
Sample1,1,-1,10442,10492,50,105830000,106330000,500000,0.02083741680519187,-0.023464497757348313,-0.04430191456254018,1,TRUE
Sample1,1,1,10492,10511,19,106330000,106520000,190000,-0.023464497757348313,0.004920371853992478,0.02838486961134079,1,TRUE
Sample1,1,-1,10511,10553,42,106520000,106940000,420000,0.004920371853992478,-0.0425203218415532,-0.04744069369554568,1,TRUE
Sample1,1,1,10553,10575,22,106940000,107160000,220000,-0.0425203218415532,0.021625573506328547,0.06414589534788175,1,TRUE
Sample1,1,-1,10575,10640,65,107160000,107810000,650000,0.021625573506328547,-0.14028689326358684,-0.1619124667699154,1,TRUE
Sample1,1,1,10640,10672,32,107810000,108130000,320000,-0.14028689326358684,-0.03576332084126521,0.10452357242232163,1,FALSE
Sample1,1,-1,10672,10692,20,108130000,108390000,260000,-0.03576332084126521,-0.11750037806815829,-0.08173705722689308,0.7692307692307693,FALSE
Sample1,1,1,10692,10735,43,108390000,108820000,430000,-0.11750037806815829,0.036682968797005576,0.15418334686516386,1,TRUE
Sample1,1,-1,10735,10756,21,108820000,109030000,210000,0.036682968797005576,-0.05799113075002584,-0.09467409954703142,1,TRUE
Sample1,1,1,10756,10781,25,109030000,109280000,250000,-0.05799113075002584,0.04514414033752204,0.10313527108754789,1,TRUE
Sample1,1,-1,10781,10796,15,109280000,109430000,150000,0.04514414033752204,0.025839971102489787,-0.01930416923503225,1,FALSE
Sample1,1,1,10796,10812,16,109430000,109590000,160000,0.025839971102489787,0.050566202212729595,0.024726231110239808,1,FALSE
Sample1,1,-1,10812,10848,36,109590000,109950000,360000,0.050566202212729595,-0.07271230199233167,-0.12327850420506126,1,TRUE
Sample1,1,1,10848,10915,67,109950000,110620000,670000,-0.07271230199233167,0.15809197898075694,0.2308042809730886,1,TRUE
Sample1,1,-1,10915,10958,43,110620000,111050000,430000,0.15809197898075694,-0.029977464719832324,-0.18806944370058926,1,TRUE
Sample1,1,1,10958,10971,13,111050000,111180000,130000,-0.029977464719832324,-0.011805595530052176,0.01817186918978015,1,FALSE
Sample1,1,-1,10971,10993,22,111180000,111400000,220000,-0.011805595530052176,-0.09620997365077413,-0.08440437812072196,1,FALSE
Sample1,1,1,10993,11040,47,111400000,111870000,470000,-0.09620997365077413,0.1013861655159928,0.19759613916676694,1,TRUE
Sample1,1,-1,11040,11080,40,111870000,112270000,400000,0.1013861655159928,-0.15957523690560396,-0.26096140242159677,1,TRUE
Sample1,1,1,11080,11113,33,112270000,112600000,330000,-0.15957523690560396,0.03624192120040308,0.19581715810600703,1,TRUE
Sample1,1,-1,11113,11126,13,112600000,112730000,130000,0.03624192120040308,0.010662746370553167,-0.025579174829849914,1,FALSE
Sample1,1,1,11126,11144,18,112730000,112910000,180000,0.010662746370553167,0.059036551684657206,0.04837380531410404,1,FALSE
Sample1,1,-1,11144,11156,12,112910000,113030000,120000,0.059036551684657206,0.038171631718194265,-0.02086491996646294,1,FALSE
Sample1,1,1,11156,11196,40,113030000,113430000,400000,0.038171631718194265,0.11371193409263622,0.07554030237444195,1,FALSE
Sample1,1,-1,11196,11225,29,113430000,113720000,290000,0.11371193409263622,-0.17649339444950105,-0.29020532854213726,1,TRUE
Sample1,1,1,11225,11258,33,113720000,114050000,330000,-0.17649339444950105,0.04708982580671141,0.22358322025621247,1,TRUE
Sample1,1,-1,11258,11299,41,114050000,114460000,410000,0.04708982580671141,-0.06895290632160778,-0.11604273212831918,1,TRUE
Sample1,1,1,11299,11337,38,114460000,114840000,380000,-0.06895290632160778,0.07185281014942427,0.14080571647103204,1,TRUE
Sample1,1,-1,11337,11361,24,114840000,115080000,240000,0.07185281014942427,-0.018242080125281456,-0.09009489027470573,1,TRUE
Sample1,1,1,11361,11386,25,115080000,115330000,250000,-0.018242080125281456,0.06438246685353005,0.08262454697881151,1,TRUE
Sample1,1,-1,11386,11413,27,115330000,115600000,270000,0.06438246685353005,-0.016718700071920473,-0.08110116692545052,1,TRUE
Sample1,1,1,11413,11443,30,115600000,115900000,300000,-0.016718700071920473,0.08568173566492837,0.10240043573684884,1,TRUE
Sample1,1,-1,11443,11467,24,115900000,116140000,240000,0.08568173566492837,-0.014340713676840972,-0.10002244934176935,1,TRUE
Sample1,1,1,11467,11482,15,116140000,116290000,150000,-0.014340713676840972,-6.360814236562207e-4,0.01370463225318475,1,FALSE
Sample1,1,-1,11482,11512,30,116290000,116590000,300000,-6.360814236562207e-4,-0.044210455943562495,-0.04357437451990628,1,FALSE
Sample1,1,1,11512,11540,28,116590000,116870000,280000,-0.044210455943562495,0.014154945549473621,0.058365401493036116,1,TRUE
Sample1,1,-1,11540,11569,29,116870000,117160000,290000,0.014154945549473621,-0.049628609684797834,-0.06378355523427146,1,TRUE
Sample1,1,1,11569,11592,23,117160000,117390000,230000,-0.049628609684797834,0.03631346554947208,0.08594207523426992,1,TRUE
Sample1,1,-1,11592,11612,20,117390000,117590000,200000,0.03631346554947208,-0.053851305926598717,-0.0901647714760708,1,TRUE
Sample1,1,1,11612,11652,40,117590000,117990000,400000,-0.053851305926598717,0.08804396415458715,0.14189527008118585,1,TRUE
Sample1,1,-1,11652,11665,13,117990000,118120000,130000,0.08804396415458715,0.07960506962024602,-0.00843889453434113,1,FALSE
Sample1,1,1,11665,11678,13,118120000,118250000,130000,0.07960506962024602,0.0855211811870476,0.00591611156680158,1,FALSE
Sample1,1,-1,11678,11733,55,118250000,118800000,550000,0.0855211811870476,-0.056426897459062174,-0.14194807864610978,1,TRUE
Sample1,1,1,11733,11754,21,118800000,119010000,210000,-0.056426897459062174,0.0011608941766597105,0.057587791635721884,1,TRUE
Sample1,1,-1,11754,11799,45,119010000,119460000,450000,0.0011608941766597105,-0.11885079711386654,-0.12001169129052625,1,TRUE
Sample1,1,1,11799,11827,28,119460000,119740000,280000,-0.11885079711386654,-0.029314044920407942,0.0895367521934586,1,FALSE
Sample1,1,-1,11827,11860,33,119740000,120070000,330000,-0.029314044920407942,-0.06305059611602329,-0.03373655119561535,1,FALSE
Sample1,1,1,11860,11901,41,120070000,125280000,5210000,-0.06305059611602329,0.15482704607102477,0.21787764218704805,0.07869481765834933,TRUE
Sample1,1,-1,11901,11971,70,125280000,145790000,20510000,0.15482704607102477,-0.11825656523084566,-0.2730836113018704,0.034129692832764506,TRUE
Sample1,1,1,11971,12029,58,145790000,147220000,1430000,-0.11825656523084566,0.026703019701108076,0.14495958493195374,0.40559440559440557,TRUE
Sample1,1,-1,12029,12050,21,147220000,147430000,210000,0.026703019701108076,-0.07024323759660499,-0.09694625729771306,1,TRUE
Sample1,1,1,12050,12068,18,147430000,147610000,180000,-0.07024323759660499,0.014064424521138087,0.08430766211774307,1,TRUE
Sample1,1,-1,12068,12107,39,147610000,148000000,390000,0.014064424521138087,-0.06932597022018103,-0.08339039474131911,1,TRUE
Sample1,1,1,12107,12153,46,148000000,149960000,1960000,-0.06932597022018103,-0.02657031021342073,0.0427556600067603,0.23469387755102042,FALSE
Sample1,1,-1,12153,12170,17,149960000,150130000,170000,-0.02657031021342073,-0.04321192188318952,-0.016641611669768793,1,FALSE
Sample1,1,1,12170,12191,21,150130000,150340000,210000,-0.04321192188318952,0.008895059605030679,0.0521069814882202,1,TRUE
Sample1,1,-1,12191,12208,17,150340000,150510000,170000,0.008895059605030679,-0.0328474288853342,-0.04174248849036488,1,TRUE
Sample1,1,1,12208,12224,16,150510000,150670000,160000,-0.0328474288853342,-0.010529782677326592,0.022317646208007608,1,FALSE
Sample1,1,-1,12224,12243,19,150670000,150860000,190000,-0.010529782677326592,-0.044279136447324494,-0.0337493537699979,1,FALSE
Sample1,1,1,12243,12269,26,150860000,151120000,260000,-0.044279136447324494,-0.003190052917294509,0.041089083530029984,1,FALSE
Sample1,1,-1,12269,12287,18,151120000,151300000,180000,-0.003190052917294509,-0.0160471867210666,-0.01285713380377209,1,FALSE
Sample1,1,1,12287,12314,27,151300000,151570000,270000,-0.0160471867210666,0.06837011849986102,0.08441730522092762,1,TRUE
Sample1,1,-1,12314,12340,26,151570000,151830000,260000,0.06837011849986102,-0.07397974633684565,-0.14234986483670667,1,TRUE
Sample1,1,1,12340,12374,34,151830000,152170000,340000,-0.07397974633684565,0.20739630949840843,0.28137605583525405,1,TRUE
Sample1,1,-1,12374,12398,24,152170000,152410000,240000,0.20739630949840843,0.07853130686628407,-0.12886500263212436,1,FALSE
Sample1,1,1,12398,12414,16,152410000,152570000,160000,0.07853130686628407,0.11591632753776875,0.03738502067148468,1,FALSE
Sample1,1,-1,12414,12493,79,152570000,153360000,790000,0.11591632753776875,-0.19601961953512148,-0.31193594707289024,1,TRUE
Sample1,1,1,12493,12533,40,153360000,153760000,400000,-0.19601961953512148,0.09366308505781319,0.28968270459293466,1,TRUE
Sample1,1,-1,12533,12562,29,153760000,154050000,290000,0.09366308505781319,-0.05561892359448643,-0.14928200865229962,1,TRUE
Sample1,1,1,12562,12596,34,154050000,154390000,340000,-0.05561892359448643,0.0315099443111909,0.08712886790567734,1,TRUE
Sample1,1,-1,12596,12647,51,154390000,154900000,510000,0.0315099443111909,-0.08862072925904015,-0.12013067357023105,1,TRUE
Sample1,1,1,12647,12690,43,154900000,155330000,430000,-0.08862072925904015,0.10189696916179236,0.1905176984208325,1,TRUE
Sample1,1,-1,12690,12712,22,155330000,155550000,220000,0.10189696916179236,-0.07689621962739408,-0.17879318878918643,1,TRUE
Sample1,1,1,12712,12722,10,155550000,155650000,100000,-0.07689621962739408,-0.03710465365679841,0.039791565970595674,1,FALSE
Sample1,1,-1,12722,12743,21,155650000,155860000,210000,-0.03710465365679841,-0.11956330304684347,-0.08245864939004506,1,FALSE
Sample1,1,1,12743,12776,33,155860000,156190000,330000,-0.11956330304684347,0.02935809341666478,0.14892139646350824,1,TRUE
Sample1,1,-1,12776,12807,31,156190000,156500000,310000,0.02935809341666478,-0.05288688670880199,-0.08224498012546677,1,TRUE
Sample1,1,1,12807,12884,77,156500000,157270000,770000,-0.05288688670880199,0.19951962788465322,0.2524065145934552,1,TRUE
Sample1,1,-1,12884,12943,59,157270000,157860000,590000,0.19951962788465322,-0.1519175938351951,-0.3514372217198483,1,TRUE
Sample1,1,1,12943,12981,38,157860000,158240000,380000,-0.1519175938351951,0.16782154704033284,0.3197391408755279,1,TRUE
Sample1,1,-1,12981,13062,81,158240000,159050000,810000,0.16782154704033284,-0.10919334562099828,-0.2770148926613311,1,TRUE
Sample1,1,1,13062,13086,24,159050000,159290000,240000,-0.10919334562099828,0.004634781467560285,0.11382812708855856,1,TRUE
Sample1,1,-1,13086,13126,40,159290000,159690000,400000,0.004634781467560285,-0.18820231165140872,-0.192837093118969,1,TRUE
Sample1,1,1,13126,13201,75,159690000,160440000,750000,-0.18820231165140872,0.12258037953945004,0.3107826911908588,1,TRUE
Sample1,1,-1,13201,13253,52,160440000,160960000,520000,0.12258037953945004,-0.1432783676909466,-0.26585874723039665,1,TRUE
Sample1,1,1,13253,13297,44,160960000,161400000,440000,-0.1432783676909466,0.062199477448966894,0.2054778451399135,1,TRUE
Sample1,1,-1,13297,13311,14,161400000,161540000,140000,0.062199477448966894,0.043756277501537176,-0.01844319994742972,1,FALSE
Sample1,1,1,13311,13332,21,161540000,161750000,210000,0.043756277501537176,0.12867487221949547,0.08491859471795829,1,FALSE
Sample1,1,-1,13332,13354,22,161750000,161970000,220000,0.12867487221949547,-0.012872851200811126,-0.1415477234203066,1,TRUE
Sample1,1,1,13354,13373,19,161970000,162160000,190000,-0.012872851200811126,0.14487113208216135,0.15774398328297248,1,TRUE
Sample1,1,-1,13373,13398,25,162160000,162410000,250000,0.14487113208216135,-0.04347426184294664,-0.188345393925108,1,TRUE
Sample1,1,1,13398,13421,23,162410000,162640000,230000,-0.04347426184294664,0.0979695760179801,0.14144383786092674,1,TRUE
Sample1,1,-1,13421,13447,26,162640000,162900000,260000,0.0979695760179801,0.02827257260730456,-0.06969700341067554,1,FALSE
Sample1,1,1,13447,13474,27,162900000,163170000,270000,0.02827257260730456,0.08518120673879015,0.056908634131485586,1,FALSE
Sample1,1,-1,13474,13484,10,163170000,163270000,100000,0.08518120673879015,0.07132402521814962,-0.013857181520640527,1,FALSE
